text;id;referierte_Figur
"Und die Frida Brandt, oh, die kenn ich ganz gut; die wurde jetzt gerade vorm Jahr eingesegnet. Und es ist, wie Sie sagen, ein allerliebstes Geschöpf und klug und aufgekratzt, ein bißchen zu sehr. Sie will zu Ostern nach Berlin";70352;Frida Brandt
wo Herr von Stechlin gewählt werden soll und wo sein Kutscher Martin, der ihn zur Wahl gefahren, tatsächlich gewählt wird oder wenigstens gewählt werden kann. Und der Kutscher Martin unsers Herrn von Stechlin ist mir immer noch lieber als dieser Torgelow.;390719;Martin
Und wie ich höre, ein guter Mensch. Er müßte nur mehr raus. Er versauert hier ein bißchen.;62324;Rudolf Gundermann
Die Katzenpfötchen kommen von der Buschen, und die Wabe kommt von Krippenstapel. Das heißt also, hinter der Wabe steht ein guter Geist, und hinter den Katzenpfötchen steht ein böser Geist. ;734997;Krippenstapel
Czako, weil er ahnen mochte, was sein Freund in nächster Minute sagen würde, gab vorweg deutliche Zeichen von Ungeduld;410042;Czako
Und der kleine Rudolf, mein Patenkind, wenn er ein Jahr alt wird, soll er hundert Taler kriegen. ;235592;Rudolf
Da war ich vorigen Sommer mit der Schmargendorf in Berlin und ging zu Josty, weil die Schmargendorf, die so was liebt, gern eine Tasse Schokolade trinken wollte.;575264;Schmargendorf
daß sie die Bauten aus der Zeit Friedrich Wilhelms I. nicht besser konservieren.;341027;Friedrich Wilhelm I.
"und wie dann der Kaiser alle begrüßt und zur Tafel zieht und so bei sich denkt: ›Ja, ja, das sind brave Leute; da hab ich meinen Halt.";79336;Kaiser
"Nichts von Vergehungen auf erotischem Gebiet, wiewohl es bei den Gundermanns (die gerad in
diesem
Punkte viel heimgesucht werden) auch diesmal wieder, ich möchte sagen, diese kleine Nebenform angenommen hatte. Nein, der große Seminaristenpferdefuß, an den ich bei meiner ersten Bemerkung dachte, trägt ganz andere Signaturen: Unbotmäßigkeit, Überschätzung und infolge davon ein eigentümliches Bestreben, sich von den Heilsgütern loszulösen und die Befriedigung des inneren Menschen in einer falschen Wissenschaftlichkeit zu suchen.";657143;Frau Gundermann
"Nichts von Vergehungen auf erotischem Gebiet, wiewohl es bei den Gundermanns (die gerad in
diesem
Punkte viel heimgesucht werden) auch diesmal wieder, ich möchte sagen, diese kleine Nebenform angenommen hatte. Nein, der große Seminaristenpferdefuß, an den ich bei meiner ersten Bemerkung dachte, trägt ganz andere Signaturen: Unbotmäßigkeit, Überschätzung und infolge davon ein eigentümliches Bestreben, sich von den Heilsgütern loszulösen und die Befriedigung des inneren Menschen in einer falschen Wissenschaftlichkeit zu suchen.";657143;Herr Gundermann
Eine Ippe!;144079;E. Katzler
"Nicht zu glauben. Und erwartet wieder. Ich bekenne, daß mich das am meisten schockiert. Diese Ausgiebigkeit, ich finde kein andres Wort, oder richtiger, ich
will
kein andres finden, ist doch eigentlich das Bürgerlichste, was es gibt.";144103;E. Katzler
Krippenstapel wird übrigens verstimmt sein, wenn er von Ihrem Trinkspruche hört. Es war doch eigentlich eine erneute feierliche Proklamierung des Derfflingerschen. Und was bei solcher Gelegenheit gesagt wird, das gilt...;570830;Krippenstapel
"Dann kam Thormeyer an die Reihe, dann Katzenstein und die Domina und zuletzt auch »lütt Agnes«.
";783301;Adelheid
"Dann kam Thormeyer an die Reihe, dann Katzenstein und die Domina und zuletzt auch »lütt Agnes«.
";783301;Agnes
"Dann kam Thormeyer an die Reihe, dann Katzenstein und die Domina und zuletzt auch »lütt Agnes«.
";783301;Katzenstein
"Dann kam Thormeyer an die Reihe, dann Katzenstein und die Domina und zuletzt auch »lütt Agnes«.
";783301;Thormeyer
Und dazu diese Damen, beide von so seltener Liebenswürdigkeit. Was die Gräfin angeht...;567912;Armgard
Und dazu diese Damen, beide von so seltener Liebenswürdigkeit. Was die Gräfin angeht...;567912;Melusine
"Ick schick hüt noch Agnessen mit twee Tüten; Agnes, dat is Karlinen ehr lütt Deern.";681465;Agnes
"Ick schick hüt noch Agnessen mit twee Tüten; Agnes, dat is Karlinen ehr lütt Deern.";681465;Karline
ix ist für Rechnungssachen entschieden talentiert, aber ich habe ihm trotzdem sagen müssen, daß zwischen Rechnungen und Rechnungen doch immer noch ein Unterschied sei.;167102;Fix
Meine besondere Schwärmerei war ›König Renés Tochter‹ von Henrik Hertz, einem jungen Kopenhagener, wenn ich nicht irre...;255725;Henrik Hertz
Chopin, für den ich eine Vorliebe habe;254553;Chopin
warum meine Mutter diesen etwas anspruchsvollen Namen hier einführte;103696;Mutter Stechlin
Die Mönche, deren Sie sich erinnern und die da neben Editha herschritten, das waren Waltham-Abbey-Mönche, und als sie schließlich gefunden hatten, was sie suchten, legten sie den König auf dichtes Baumgezweig und trugen ihn den weiten Weg bis nach Waltham Abbey zurück. Und da begruben sie ihn.;489771;Editha Schwanenhals
Die Mönche, deren Sie sich erinnern und die da neben Editha herschritten, das waren Waltham-Abbey-Mönche, und als sie schließlich gefunden hatten, was sie suchten, legten sie den König auf dichtes Baumgezweig und trugen ihn den weiten Weg bis nach Waltham Abbey zurück. Und da begruben sie ihn.;489771;König Harald
Und zu verwundern bleibt nur, daß der Alte so gut mit ihm steht.;85556;Dubslav
Und dann, wenn ich zu Hause war, sprach ich natürlich mit Mary. Viel war es nicht. Denn die hundert Vokabeln, die dazu nötig sind, die hatte ich damals noch nicht voll.;423574;Mary
Ja, so war er, und so einen kriegen wir nicht wieder.;596772;Wilhelm I.
Du nimmst hier das Kind der Karline in dein Zimmer und setzt es ans Fenster, fast als ob's da jeder so recht sehn sollte.;715209;Karline
"Aber das geht nicht; dann gelt ich am Ende gleich für eingeschworen, und Uncke notiert mich. Wer dreimal Kiebitzeier schickt, kommt ins schwarze Buch.";704388;Uncke
Wie hat Ihnen denn eigentlich die Schmargendorf gefallen?;203325;Schmargendorf
Und nu noch drei Tage, so stellt er sich mit seinem Oberst und seinem Major vor die Königin von England hin und sagt: ›Hier bin ich.‹;449061;Woldemar
Wie beneid ich Sie, so was erlebt zu haben;596343;Wilhelm I.
Ich kannt ihn auch ganz gut, das heißt in Tagen, wo er noch Prinz Wilhelm war, und dann oberflächlich auch später noch. Aber seine eigentliche Zeit ist doch seine Kaiserzeit.;596417;Wilhelm I.
"Mir weckt der Anblick solcher Friderizianischen Stätten immer ein Schmerzgefühl über das Unzulängliche des Menschlichen überhaupt, freilich auch wieder ein Hochgefühl, daß wir dieser Unzulänglichkeit und Schwäche Herr werden können. Tod, wo ist dein Stachel, Hölle, wo ist dein Sieg? Dieser König. Er war ein großer Geist, gewiß; aber doch auch ein verirrter Geist. Und je patriotischer wir fühlen, je schmerzlicher berührt uns die Frage nach dem Heil seiner Seele.";376125;Friedrich II.
Wrschowitz gewiß (denn er war drei Tage lang nicht hier);458825;Wrschowitz
Was macht die Frau?;274490;Frau Imme
Solche Männer sprechen zu hören, die mit dem Volke Fühlung haben und genau wissen, wie's einerseits in den Schlössern, andererseits in den Hütten der Armut aussieht, das ist immer in hohem Maße fördernd und lehrreich und ein Etwas, auf das ich jederzeit ungern verzichte;161582;Fix
Alles an dieser Dame, wenn sie durchaus so etwas sein soll, ist verführerisch. Ich habe so was von Koketterie noch nie gesehn. Und wenn ich mir dann unsern armen Woldemar daneben denke! Der is ja solcher Eva gegenüber von Anfang an verloren. Eh er noch weiß, was los ist, ist er schon umstrickt, trotzdem er doch bloß ihr Schwager ist. Oder vielleicht auch grade deshalb. Und dazu das ewige Sichbiegen und -wiegen in den Hüften. Alles wie zum Beweise, daß es mit der Schlange denn doch etwas auf sich hat. Und wie sie nun gar erst mit dem Lorenzen umsprang. Aber freilich, der ist womöglich noch leichter zu fangen als Woldemar. Er sah sie immer an wie 'ne Offenbarung. Und sie ist auch so was. Darüber is kein Zweifel. Aber wovon?;578726;Melusine
Bloß die Triglaff nicht und natürlich die gute Schimonski auch nicht, wegen der Taubheit.;192212;Schimonski
Bloß die Triglaff nicht und natürlich die gute Schimonski auch nicht, wegen der Taubheit.;192212;Triglaff
"Jetzt aber, Gräfin, halten Sie gefälligst Umschau; vielleicht daß Lorenzen schon geplaudert hat oder gar Engelke.";561089;Engelke
Soll ich ihn fortschicken?;198563;Fix
Is aber doch von ihm?;457348;Rentsch
I, da soll doch gleich 'ne alte Wand wackeln;701320;Adelheid
Ich möchte wegen meines Jüngsten so gerne mal mit Ihnen sprechen, wegen meines Arthur;68614;Arthur Gundermann
aber Arthur. Er ist nun jetzt eingesegnet, und Sie haben ihm, Herr Prediger, den schönen Spruch mitgegeben, und der Junge hat auch gleich den Spruch auf einen großen weißen Bogen geschrieben, alle Buchstaben erst mit zwei Linien nebeneinander und dann dick ausgetuscht. Es sieht aus wie 'n Plakat. Und diesen großen Bogen hat er sich in die Waschtoilette geklebt, und da mahnt es ihn immer.;68738;Arthur Gundermann
So, so, Karlinens. Is sie denn noch in Berlin? Und wird er sie denn heiraten? Ich meine den Rentsch in Globsow.;457210;Karline
So, so, Karlinens. Is sie denn noch in Berlin? Und wird er sie denn heiraten? Ich meine den Rentsch in Globsow.;457210;Rentsch
War neulich bei mir. Ein Mann von drei Redensarten, von denen die zwei besten aus der Wassermüllersphäre genommen sind.;350446;Herr Gundermann
so geh ins Schulzenamt und bitte Rolf Krake, daß er aushilft.;528910;Kluckhuhn
Ja, die Buschen...;677262;Buschen
Und Bismarck war auch drin un Kaiser Wilhelm auch.;724338;Bismarck
Reckes;34093;die Reckes
Scharmant. Das muß ja reizend ausgesehn haben.;576112;englische Dame
Die gelitten hatte und fortan nur dem einen Gedanken der Entsühnung lebte, dem Gedanken, wie das Unheilige, das Berührtsein, wieder von ihr genommen werden könne.;400198;Prinzessin von Siam
In so wichtiger Sache müssen Sie mir aber in meiner Lieblingssorte Bescheid tun, nicht in Rotwein, den mein berühmter Miteinsiedler das ›natürliche Getränk des norddeutschen Menschen‹ genannt hatte.;126999;Bismarck
Nein;309765;Lorenzen
"das
ist er nicht. Aber als einen Aeronauten kann ich ihn Ihnen beinahe vor stellen. Er ist so recht ein Excelsior-, ein Aufsteigemensch, einer aus der wirklichen Obersphäre, genau von daher, wo alles Hohe zu Haus ist, die Hoffnung und sogar die Liebe.";309791;Lorenzen
Ja, das is sie. Und du sollst auch in der andern Stube bleiben und alles tun wie vorher. Aber trotzdem, die Agnes soll kommen. Ich brauche das Kind. Und du wirst auch bald sehn, warum.;710014;Agnes
"Der Rex sieht wirklich verdeubelt gut aus, ganz das, was wir früher einen Gardeassessor nannten. Und fromm, sagst du – wird also wohl Karriere machen; ›fromm‹ is wie 'ne untergelegte Hand.";95281;Rex
"Oh, viel; beinahe um zehn Jahre. Sie wird sechsundsiebzig.";154691;Adelheid
und der Ausplauderer über das Bild da vor mir war niemand anders als Ihr Zögling Woldemar, auf den Sie stolz sein können. Er freilich würde den Satz umkehren, oder sage ich lieber, er tat es. Denn er sprach mit solcher Liebe von Ihnen, daß ich Sie von jenem Tag an auch herzlich liebe, was Sie sich schon gefallen lassen müssen. Ein Glück nur, daß er sich draußen verabschiedet hat und nicht hören kann, was ich hier sage...;544016;Woldemar
"Aber nehmen Sie deren Schöpfer, der Ihnen persönlich vielleicht nahesteht, er und sein Tun sprechen doch recht eigentlich für mich; sein Feld ist nicht einzelne Seelsorge, nicht eine Landgemeinde, sondern eine Weltstadt. Stoeckers Auftreten und seine Mission sind eine Widerlegung davon, daß das Schaffen im Engen und Umgrenzten notwendig das Segensreichere sein müsse.";49127;Stoecker
Ich mag diesen Prinzen nicht und seine ganze Fronde nicht. Denn die müssen ebenso gewesen sein. Das ist ja Blasphemie, das ist ja Gräberschändung – ich muß das Wort aussprechen, weil ich so empört bin und nicht anders kann.;263514;Prinz Heinrich von Preußen
"Ich werde mich hüten, Czako, Ihnen darauf zu antworten. Außerdem haben
Sie
sie durch den Garten geführt, nicht ich, und mir war immer, als ob ich Faust und Gretchen sähe.";203385;Schmargendorf
Ah so. Einer, wenn mir recht ist, heißt Böcklin.;648890;Böcklin
Papa läßt Ihnen sein Bedauern aussprechen, Sie nicht gleich heute mit begrüßen zu können. Er ist bei den Berchtesgadens zur Spielpartie, bei der er natürlich nicht fehlen durfte. Das ist ›Dienst‹, weit strenger als der Ihrige. Wir haben Sie nun ganz allein, und das ist auch etwas Gutes.;473310;Graf Barby
"Ah, Herr Major, immer noch tüchtig da; schneidig";738568;Pyterke
"Aber so viel ist doch richtig, daß Krippenstapel die Jungens brillant in Ordnung hält; wie ging das heute Schlag auf Schlag, als ich den kurzgeschornen Schwarzkopp ins Examen nahm";124682;Krippenstapel
wie du jetzt mit Gräfin Melusine;577680;Melusine
Mein Vater wollt Ihnen gestern gern etwas Grafschaftliches vorsetzen, aber er vergriff sich. Gundermann auf Siebenmühlen ist so ziemlich unsere schlechteste Nummer. Ich sehe, er hat Ihnen nicht recht gefallen.;134132;Herr Gundermann
und in einer Nebenstube sitzen andere und blättern in einem Album mit lauter Berühmtheiten, obenan natürlich der alte Wilhelm und Kaiser Friedrich und Bismarck und Moltke, und ganz gemütlich dazwischen Mazzini und Garibaldi, und Marx und Lassalle, die aber wenigstens tot sind, und daneben Bebel und Liebknecht.;748577;Friedrich III.
und in einer Nebenstube sitzen andere und blättern in einem Album mit lauter Berühmtheiten, obenan natürlich der alte Wilhelm und Kaiser Friedrich und Bismarck und Moltke, und ganz gemütlich dazwischen Mazzini und Garibaldi, und Marx und Lassalle, die aber wenigstens tot sind, und daneben Bebel und Liebknecht.;748577;Garibaldi
und in einer Nebenstube sitzen andere und blättern in einem Album mit lauter Berühmtheiten, obenan natürlich der alte Wilhelm und Kaiser Friedrich und Bismarck und Moltke, und ganz gemütlich dazwischen Mazzini und Garibaldi, und Marx und Lassalle, die aber wenigstens tot sind, und daneben Bebel und Liebknecht.;748577;Lasalle
und in einer Nebenstube sitzen andere und blättern in einem Album mit lauter Berühmtheiten, obenan natürlich der alte Wilhelm und Kaiser Friedrich und Bismarck und Moltke, und ganz gemütlich dazwischen Mazzini und Garibaldi, und Marx und Lassalle, die aber wenigstens tot sind, und daneben Bebel und Liebknecht.;748577;Liebknecht
und in einer Nebenstube sitzen andere und blättern in einem Album mit lauter Berühmtheiten, obenan natürlich der alte Wilhelm und Kaiser Friedrich und Bismarck und Moltke, und ganz gemütlich dazwischen Mazzini und Garibaldi, und Marx und Lassalle, die aber wenigstens tot sind, und daneben Bebel und Liebknecht.;748577;Marx
und in einer Nebenstube sitzen andere und blättern in einem Album mit lauter Berühmtheiten, obenan natürlich der alte Wilhelm und Kaiser Friedrich und Bismarck und Moltke, und ganz gemütlich dazwischen Mazzini und Garibaldi, und Marx und Lassalle, die aber wenigstens tot sind, und daneben Bebel und Liebknecht.;748577;Mazzini
und in einer Nebenstube sitzen andere und blättern in einem Album mit lauter Berühmtheiten, obenan natürlich der alte Wilhelm und Kaiser Friedrich und Bismarck und Moltke, und ganz gemütlich dazwischen Mazzini und Garibaldi, und Marx und Lassalle, die aber wenigstens tot sind, und daneben Bebel und Liebknecht.;748577;Moltke
und in einer Nebenstube sitzen andere und blättern in einem Album mit lauter Berühmtheiten, obenan natürlich der alte Wilhelm und Kaiser Friedrich und Bismarck und Moltke, und ganz gemütlich dazwischen Mazzini und Garibaldi, und Marx und Lassalle, die aber wenigstens tot sind, und daneben Bebel und Liebknecht.;748577;Wilhelm I.
in einem intimen Gespräch mit unserm Fix zeigte, der trotz aller Bekenntnisstrenge (die selbst Koseleger ihm zugesteht) an unserm letzten Whistabend Äußerungen tat, die wir alle tief bedauern mußten;189295;Fix
und hier sagen sie ›zweideutig‹. Da war auch einer von uns, den ich nicht nennen will, von dem hieß es auch so...;534749;Herr Gundermann
